Date,Adj Close,Close,High,Low,Open,Volume,Ticker
,GLD,GLD,GLD,GLD,GLD,GLD,
2023-02-28,169.77999877929688,169.77999877929688,170.25,168.58999633789062,168.77999877929688,6761600,GLD
2023-03-01,170.75999450683594,170.75999450683594,171.49000549316406,170.47000122070312,170.9499969482422,6590500,GLD
2023-03-02,170.66000366210938,170.66000366210938,170.97999572753906,170.36000061035156,170.52000427246094,3950700,GLD
2023-03-03,172.49000549316406,172.49000549316406,172.60000610351562,170.97999572753906,171.4499969482422,6894500,GLD
2023-03-06,171.6199951171875,171.6199951171875,172.3699951171875,171.5399932861328,172.32000732421875,4264100,GLD
2023-03-07,168.6199951171875,168.6199951171875,170.47000122070312,168.52000427246094,170.4199981689453,8713300,GLD
2023-03-08,168.5399932861328,168.5399932861328,169.58999633789062,168.52000427246094,168.61000061035156,5718600,GLD
2023-03-09,170.1999969482422,170.1999969482422,170.64999389648438,169.7100067138672,169.75,5583000,GLD
2023-03-10,173.8699951171875,173.8699951171875,173.8800048828125,171.9199981689453,171.92999267578125,13803400,GLD
2023-03-13,177.86000061035156,177.86000061035156,178.02000427246094,176.3000030517578,176.66000366210938,20554400,GLD
2023-03-14,176.8300018310547,176.8300018310547,177.58999633789062,176.2100067138672,177.35000610351562,10019000,GLD
2023-03-15,178.2100067138672,178.2100067138672,180.1300048828125,177.49000549316406,178.86000061035156,14546100,GLD
2023-03-16,178.57000732421875,178.57000732421875,179.64999389648438,177.8699951171875,179.50999450683594,10762200,GLD
2023-03-17,183.77000427246094,183.77000427246094,184.80999755859375,180.77000427246094,181.02000427246094,24156300,GLD
2023-03-20,183.83999633789062,183.83999633789062,184.5399932861328,182.74000549316406,184.19000244140625,11845700,GLD
2023-03-21,180.3699951171875,180.3699951171875,182.72999572753906,179.89999389648438,182.64999389648438,10734500,GLD
2023-03-22,183.44000244140625,183.44000244140625,183.94000244140625,180.27999877929688,180.39999389648438,11969600,GLD
2023-03-23,185.74000549316406,185.74000549316406,186.24000549316406,183.60000610351562,183.91000366210938,11347100,GLD
2023-03-24,183.64999389648438,183.64999389648438,185.99000549316406,183.6199951171875,185.61000061035156,9245900,GLD
2023-03-27,181.9499969482422,181.9499969482422,182.14999389648438,180.69000244140625,181.14999389648438,6925000,GLD
2023-03-28,183.44000244140625,183.44000244140625,183.6199951171875,182.1199951171875,182.30999755859375,6202600,GLD
2023-03-29,182.52999877929688,182.52999877929688,183.27000427246094,182.24000549316406,182.49000549316406,4996500,GLD
2023-03-30,184.17999267578125,184.17999267578125,184.44000244140625,182.5500030517578,182.75,6360300,GLD
2023-03-31,183.22000122070312,183.22000122070312,184.4199981689453,182.8000030517578,184.11000061035156,8003300,GLD
2023-04-03,184.5399932861328,184.5399932861328,185.0399932861328,183.32000732421875,183.85000610351562,9206600,GLD
2023-04-04,187.97999572753906,187.97999572753906,188.22999572753906,184.66000366210938,184.72000122070312,13765400,GLD
2023-04-05,187.8300018310547,187.8300018310547,188.86000061035156,186.77999877929688,188.33999633789062,11440800,GLD
2023-04-06,186.49000549316406,186.49000549316406,187.25999450683594,185.9499969482422,186.88999938964844,6648400,GLD
2023-04-10,185.11000061035156,185.11000061035156,185.36000061035156,184.19000244140625,185.17999267578125,6408100,GLD
2023-04-11,186.27999877929688,186.27999877929688,186.50999450683594,185.63999938964844,185.91000366210938,6031500,GLD
2023-04-12,187.19000244140625,187.19000244140625,187.66000366210938,185.97000122070312,187.5399932861328,10000900,GLD
2023-04-13,189.72000122070312,189.72000122070312,190.41000366210938,188.99000549316406,189.75999450683594,14060100,GLD
2023-04-14,186.36000061035156,186.36000061035156,188.49000549316406,185.1699981689453,188.0800018310547,13272500,GLD
2023-04-17,185.52999877929688,185.52999877929688,185.92999267578125,184.10000610351562,185.88999938964844,7468100,GLD
2023-04-18,186.25,186.25,186.99000549316406,185.0399932861328,185.24000549316406,8056900,GLD
2023-04-19,185.36000061035156,185.36000061035156,185.5800018310547,184.27999877929688,184.35000610351562,7373500,GLD
2023-04-20,186.08999633789062,186.08999633789062,187.02999877929688,185.77999877929688,186.13999938964844,5789900,GLD
2023-04-21,184.25,184.25,185.67999267578125,183.22000122070312,184.97999572753906,10698700,GLD
2023-04-24,184.80999755859375,184.80999755859375,185.02999877929688,183.4600067138672,184.07000732421875,8303400,GLD
2023-04-25,185.75,185.75,186.22000122070312,184.3000030517578,184.83999633789062,8451900,GLD
2023-04-26,184.74000549316406,184.74000549316406,186.64999389648438,184.3000030517578,186.6300048828125,8203600,GLD
2023-04-27,184.75,184.75,184.99000549316406,183.3800048828125,183.89999389648438,9107400,GLD
2023-04-28,184.8000030517578,184.8000030517578,185.3800048828125,184.1699981689453,184.7899932861328,6700400,GLD
2023-05-01,183.97000122070312,183.97000122070312,186.22000122070312,183.91000366210938,186.0500030517578,7997700,GLD
2023-05-02,187.52000427246094,187.52000427246094,187.63999938964844,184.52000427246094,184.64999389648438,14680600,GLD
2023-05-03,189.11000061035156,189.11000061035156,189.2100067138672,186.92999267578125,187.61000061035156,11133800,GLD
2023-05-04,190.44000244140625,190.44000244140625,191.36000061035156,188.80999755859375,188.86000061035156,14146800,GLD
2023-05-05,187.4600067138672,187.4600067138672,187.5800018310547,185.77000427246094,186.55999755859375,12507000,GLD
2023-05-08,187.69000244140625,187.69000244140625,188.6699981689453,187.49000549316406,187.82000732421875,6075400,GLD
2023-05-09,189.02000427246094,189.02000427246094,189.3300018310547,188.07000732421875,188.1199951171875,7098800,GLD
2023-05-10,188.75,188.75,189.63999938964844,187.82000732421875,188.97999572753906,9392100,GLD
2023-05-11,187.1300048828125,187.1300048828125,188.80999755859375,186.86000061035156,188.44000244140625,8245500,GLD
2023-05-12,186.80999755859375,186.80999755859375,187.9199981689453,186.5800018310547,187.42999267578125,7084400,GLD
2023-05-15,187.2100067138672,187.2100067138672,187.8800048828125,187.02999877929688,187.3000030517578,5518100,GLD
2023-05-16,184.8699951171875,184.8699951171875,186.82000732421875,184.4600067138672,186.5800018310547,9519500,GLD
2023-05-17,184.22999572753906,184.22999572753906,184.4499969482422,183.47999572753906,184.30999755859375,7474300,GLD
2023-05-18,181.83999633789062,181.83999633789062,182.27999877929688,181.33999633789062,182.10000610351562,8812600,GLD
2023-05-19,183.63999938964844,183.63999938964844,184.33999633789062,181.80999755859375,182.25,8432300,GLD
2023-05-22,183.2100067138672,183.2100067138672,183.83999633789062,182.91000366210938,183.22000122070312,4834300,GLD
2023-05-23,183.42999267578125,183.42999267578125,183.75999450683594,182.47999572753906,182.77999877929688,6345000,GLD
2023-05-24,181.9499969482422,181.9499969482422,183.5399932861328,181.77000427246094,183.5399932861328,6732900,GLD
2023-05-25,180.1999969482422,180.1999969482422,181.30999755859375,180.10000610351562,181.17999267578125,6919200,GLD
2023-05-26,180.9199981689453,180.9199981689453,181.3000030517578,180.08999633789062,181.00999450683594,5823700,GLD
2023-05-30,182.0399932861328,182.0399932861328,182.39999389648438,181.1699981689453,181.72000122070312,4906100,GLD
2023-05-31,182.32000732421875,182.32000732421875,183.4499969482422,182.10000610351562,182.38999938964844,8497900,GLD
2023-06-01,183.75999450683594,183.75999450683594,184.2100067138672,182.72000122070312,182.80999755859375,7300500,GLD
2023-06-02,181.0500030517578,181.0500030517578,183.55999755859375,180.9600067138672,183.52999877929688,8724800,GLD
2023-06-05,182.13999938964844,182.13999938964844,182.44000244140625,180.60000610351562,180.7899932861328,5748800,GLD
2023-06-06,182.33999633789062,182.33999633789062,182.64999389648438,181.52000427246094,182.36000061035156,4967200,GLD
2023-06-07,180.14999389648438,180.14999389648438,183.0,180.14999389648438,181.94000244140625,9066500,GLD
2023-06-08,182.52999877929688,182.52999877929688,183.0399932861328,181.9600067138672,182.0,6394100,GLD
2023-06-09,182.0399932861328,182.0399932861328,182.7899932861328,181.72000122070312,182.36000061035156,4379200,GLD
2023-06-12,181.8800048828125,181.8800048828125,181.94000244140625,181.0399932861328,181.8000030517578,4873600,GLD
2023-06-13,180.5399932861328,180.5399932861328,182.42999267578125,180.1699981689453,182.10000610351562,5126700,GLD
2023-06-14,180.63999938964844,180.63999938964844,181.9600067138672,180.13999938964844,181.69000244140625,6807000,GLD
2023-06-15,181.91000366210938,181.91000366210938,182.0500030517578,180.17999267578125,180.27999877929688,6739000,GLD
2023-06-16,181.6300048828125,181.6300048828125,182.6199951171875,181.41000366210938,181.92999267578125,8778600,GLD
2023-06-20,179.75,179.75,180.08999633789062,179.22000122070312,180.05999755859375,7584200,GLD
2023-06-21,179.49000549316406,179.49000549316406,179.9499969482422,178.19000244140625,179.14999389648438,6702300,GLD
2023-06-22,177.7100067138672,177.7100067138672,178.99000549316406,177.6300048828125,178.36000061035156,7945000,GLD
2023-06-23,178.1999969482422,178.1999969482422,179.9499969482422,178.08999633789062,179.60000610351562,5416800,GLD
2023-06-26,178.50999450683594,178.50999450683594,179.0800018310547,178.4199981689453,179.0500030517578,3222100,GLD
2023-06-27,177.69000244140625,177.69000244140625,179.2899932861328,177.42999267578125,179.07000732421875,5036900,GLD
2023-06-28,177.27999877929688,177.27999877929688,177.69000244140625,176.6999969482422,177.22999572753906,5866700,GLD
2023-06-29,177.08999633789062,177.08999633789062,177.6300048828125,175.7899932861328,175.8300018310547,6862500,GLD
2023-06-30,178.27000427246094,178.27000427246094,178.52999877929688,177.32000732421875,177.69000244140625,6420600,GLD
2023-07-03,178.47000122070312,178.47000122070312,179.33999633789062,178.4600067138672,178.61000061035156,4085700,GLD
2023-07-05,177.83999633789062,177.83999633789062,179.4199981689453,177.8300018310547,179.41000366210938,5650600,GLD
2023-07-06,177.30999755859375,177.30999755859375,177.8000030517578,176.66000366210938,177.50999450683594,5133000,GLD
2023-07-07,178.63999938964844,178.63999938964844,179.64999389648438,178.35000610351562,178.3800048828125,5200300,GLD
2023-07-10,178.77999877929688,178.77999877929688,178.9199981689453,178.25999450683594,178.3699951171875,3320500,GLD
2023-07-11,179.4499969482422,179.4499969482422,179.7100067138672,179.1300048828125,179.42999267578125,2819600,GLD
2023-07-12,181.8800048828125,181.8800048828125,181.9499969482422,181.10000610351562,181.17999267578125,7062000,GLD
2023-07-13,182.00999450683594,182.00999450683594,182.14999389648438,181.49000549316406,181.9600067138672,4527900,GLD
2023-07-14,181.42999267578125,181.42999267578125,182.1699981689453,181.11000061035156,181.58999633789062,5389300,GLD
2023-07-17,181.55999755859375,181.55999755859375,181.6300048828125,180.63999938964844,180.99000549316406,4152400,GLD
2023-07-18,183.63999938964844,183.63999938964844,184.22999572753906,182.32000732421875,182.7899932861328,8242600,GLD
2023-07-19,183.6699981689453,183.6699981689453,183.83999633789062,182.8699951171875,183.4499969482422,3911600,GLD
2023-07-20,182.74000549316406,182.74000549316406,183.77000427246094,182.47000122070312,183.72999572753906,4972900,GLD
2023-07-21,182.17999267578125,182.17999267578125,182.4600067138672,181.67999267578125,182.05999755859375,3843500,GLD
2023-07-24,181.39999389648438,181.39999389648438,182.5399932861328,181.33999633789062,182.22000122070312,4370000,GLD
2023-07-25,182.41000366210938,182.41000366210938,182.47000122070312,181.10000610351562,181.72000122070312,4090100,GLD
2023-07-26,183.3000030517578,183.3000030517578,183.63999938964844,182.30999755859375,182.66000366210938,6158400,GLD
2023-07-27,180.4199981689453,180.4199981689453,181.63999938964844,180.32000732421875,181.63999938964844,7592800,GLD
2023-07-28,181.86000061035156,181.86000061035156,182.27000427246094,181.25,181.47999572753906,3828800,GLD
2023-07-31,182.35000610351562,182.35000610351562,183.08999633789062,182.30999755859375,182.42999267578125,5494800,GLD
2023-08-01,180.4600067138672,180.4600067138672,181.3800048828125,180.19000244140625,180.85000610351562,6239700,GLD
2023-08-02,179.60000610351562,179.60000610351562,180.7899932861328,179.41000366210938,180.57000732421875,6339700,GLD
2023-08-03,179.5399932861328,179.5399932861328,179.9499969482422,179.27999877929688,179.44000244140625,4636300,GLD
2023-08-04,180.19000244140625,180.19000244140625,180.77000427246094,179.85000610351562,180.25,5325700,GLD
2023-08-07,179.77999877929688,179.77999877929688,180.14999389648438,179.27000427246094,180.14999389648438,4510400,GLD
2023-08-08,178.63999938964844,178.63999938964844,179.3300018310547,178.4600067138672,178.63999938964844,6162900,GLD
2023-08-09,177.7899932861328,177.7899932861328,178.9199981689453,177.77999877929688,178.67999267578125,4644000,GLD
2023-08-10,177.60000610351562,177.60000610351562,178.6999969482422,177.5399932861328,178.22000122070312,5934600,GLD
2023-08-11,177.60000610351562,177.60000610351562,178.36000061035156,177.49000549316406,177.6999969482422,5289400,GLD
2023-08-14,177.05999755859375,177.05999755859375,177.5800018310547,176.5800018310547,176.86000061035156,9554500,GLD
2023-08-15,176.58999633789062,176.58999633789062,177.42999267578125,176.3300018310547,176.75,7582700,GLD
2023-08-16,175.57000732421875,175.57000732421875,176.9499969482422,175.55999755859375,176.6199951171875,6559400,GLD
2023-08-17,175.3000030517578,175.3000030517578,176.55999755859375,174.92999267578125,176.52999877929688,7937700,GLD
2023-08-18,175.3300018310547,175.3300018310547,176.05999755859375,175.10000610351562,175.8300018310547,6251000,GLD
2023-08-21,175.80999755859375,175.80999755859375,175.94000244140625,174.9600067138672,175.89999389648438,4206400,GLD
2023-08-22,176.10000610351562,176.10000610351562,176.25,175.30999755859375,175.8300018310547,5892500,GLD
2023-08-23,177.88999938964844,177.88999938964844,178.22000122070312,177.07000732421875,177.32000732421875,7949100,GLD
2023-08-24,177.85000610351562,177.85000610351562,178.49000549316406,177.41000366210938,177.66000366210938,5526400,GLD
2023-08-25,177.6199951171875,177.6199951171875,178.3800048828125,176.6300048828125,177.5800018310547,6132800,GLD
2023-08-28,178.1300048828125,178.1300048828125,178.72999572753906,177.50999450683594,177.64999389648438,4740700,GLD
2023-08-29,179.8699951171875,179.8699951171875,179.8800048828125,177.89999389648438,178.02999877929688,7576600,GLD
2023-08-30,180.32000732421875,180.32000732421875,180.8800048828125,180.2899932861328,180.5800018310547,6593700,GLD
2023-08-31,180.02000427246094,180.02000427246094,180.49000549316406,179.94000244140625,180.3699951171875,4795600,GLD
2023-09-01,180.11000061035156,180.11000061035156,181.1199951171875,179.50999450683594,180.8000030517578,4969300,GLD
2023-09-05,178.63999938964844,178.63999938964844,179.44000244140625,178.63999938964844,179.3300018310547,7056800,GLD
2023-09-06,177.8300018310547,177.8300018310547,179.00999450683594,177.6999969482422,178.3300018310547,6427200,GLD
2023-09-07,178.02000427246094,178.02000427246094,178.3699951171875,177.89999389648438,178.30999755859375,3257200,GLD
2023-09-08,178.0800018310547,178.0800018310547,179.0500030517578,177.89999389648438,178.36000061035156,3292700,GLD
2023-09-11,178.41000366210938,178.41000366210938,179.07000732421875,178.25999450683594,178.97000122070312,3689100,GLD
2023-09-12,177.49000549316406,177.49000549316406,177.6999969482422,177.0500030517578,177.11000061035156,4445400,GLD
2023-09-13,177.0800018310547,177.0800018310547,177.75,177.0399932861328,177.52999877929688,3874800,GLD
2023-09-14,177.1699981689453,177.1699981689453,177.38999938964844,176.36000061035156,176.5,6184400,GLD
2023-09-15,178.33999633789062,178.33999633789062,179.11000061035156,178.33999633789062,178.5500030517578,5619600,GLD
2023-09-18,179.38999938964844,179.38999938964844,179.41000366210938,178.3800048828125,178.82000732421875,5049300,GLD
2023-09-19,179.22000122070312,179.22000122070312,179.64999389648438,179.02999877929688,179.5399932861328,4224700,GLD
2023-09-20,179.35000610351562,179.35000610351562,180.66000366210938,179.32000732421875,179.33999633789062,9328000,GLD
2023-09-21,178.0500030517578,178.0500030517578,178.49000549316406,177.69000244140625,177.86000061035156,7571900,GLD
2023-09-22,178.6199951171875,178.6199951171875,178.9499969482422,178.50999450683594,178.64999389648438,3634800,GLD
2023-09-25,177.6999969482422,177.6999969482422,178.7100067138672,177.63999938964844,178.41000366210938,5582100,GLD
2023-09-26,176.27999877929688,176.27999877929688,177.13999938964844,176.16000366210938,176.8300018310547,7181100,GLD
2023-09-27,174.10000610351562,174.10000610351562,175.32000732421875,173.6999969482422,175.27000427246094,10919600,GLD
2023-09-28,173.22999572753906,173.22999572753906,174.13999938964844,172.32000732421875,173.91000366210938,10061900,GLD
2023-09-29,171.4499969482422,171.4499969482422,174.02999877929688,171.27000427246094,173.9199981689453,10424900,GLD
2023-10-02,169.64999389648438,169.64999389648438,170.4600067138672,169.5,170.22999572753906,12706000,GLD
2023-10-03,169.16000366210938,169.16000366210938,170.0800018310547,168.75,169.13999938964844,11459800,GLD
2023-10-04,169.13999938964844,169.13999938964844,169.41000366210938,168.5,169.2100067138672,10034600,GLD
2023-10-05,168.8300018310547,168.8300018310547,169.0,168.3000030517578,168.74000549316406,6970200,GLD
2023-10-06,169.6999969482422,169.6999969482422,170.22999572753906,168.5,169.1699981689453,9942200,GLD
2023-10-09,172.82000732421875,172.82000732421875,172.86000061035156,171.0800018310547,171.17999267578125,10201500,GLD
2023-10-10,172.52999877929688,172.52999877929688,172.8000030517578,171.89999389648438,172.0800018310547,5844000,GLD
2023-10-11,173.7899932861328,173.7899932861328,174.1300048828125,173.25999450683594,173.60000610351562,7128000,GLD
2023-10-12,173.25999450683594,173.25999450683594,174.22999572753906,173.24000549316406,174.05999755859375,5912700,GLD
2023-10-13,178.8300018310547,178.8300018310547,179.10000610351562,176.72000122070312,176.88999938964844,18796500,GLD
2023-10-16,177.9600067138672,177.9600067138672,178.3300018310547,177.5399932861328,177.83999633789062,8385400,GLD
2023-10-17,178.2899932861328,178.2899932861328,179.1300048828125,177.97999572753906,178.3699951171875,8231900,GLD
2023-10-18,180.8699951171875,180.8699951171875,182.02000427246094,179.75,180.88999938964844,13920800,GLD
2023-10-19,183.08999633789062,183.08999633789062,183.42999267578125,180.82000732421875,181.0399932861328,13406600,GLD
2023-10-20,183.58999633789062,183.58999633789062,185.22999572753906,183.08999633789062,183.42999267578125,12782800,GLD
2023-10-23,182.97000122070312,182.97000122070312,183.55999755859375,182.7100067138672,183.50999450683594,9479800,GLD
2023-10-24,182.9499969482422,182.9499969482422,183.39999389648438,181.67999267578125,182.07000732421875,6594000,GLD
2023-10-25,183.72000122070312,183.72000122070312,184.3000030517578,182.0399932861328,183.4199981689453,10087000,GLD
2023-10-26,184.00999450683594,184.00999450683594,184.49000549316406,182.8699951171875,183.39999389648438,7671400,GLD
2023-10-27,186.14999389648438,186.14999389648438,186.36000061035156,183.47000122070312,183.75999450683594,14102800,GLD
2023-10-30,185.10000610351562,185.10000610351562,185.6999969482422,184.72999572753906,185.5399932861328,8756400,GLD
2023-10-31,184.08999633789062,184.08999633789062,186.2100067138672,183.5,185.0800018310547,10104600,GLD
2023-11-01,183.50999450683594,183.50999450683594,185.0,182.6699981689453,183.91000366210938,9048600,GLD
2023-11-02,184.1199951171875,184.1199951171875,184.27999877929688,183.5,184.1300048828125,7343700,GLD
2023-11-03,184.7899932861328,184.7899932861328,185.47000122070312,184.35000610351562,184.47999572753906,8529000,GLD
2023-11-06,183.35000610351562,183.35000610351562,184.22999572753906,183.33999633789062,184.13999938964844,8274700,GLD
2023-11-07,182.58999633789062,182.58999633789062,182.64999389648438,181.75,182.25,6795800,GLD
2023-11-08,180.77000427246094,180.77000427246094,182.07000732421875,180.57000732421875,182.00999450683594,6738300,GLD
2023-11-09,181.49000549316406,181.49000549316406,182.27999877929688,180.88999938964844,180.97999572753906,6486300,GLD
2023-11-10,179.50999450683594,179.50999450683594,180.58999633789062,179.25,180.50999450683594,7606600,GLD
2023-11-13,180.50999450683594,180.50999450683594,180.72999572753906,179.11000061035156,179.39999389648438,5385900,GLD
2023-11-14,182.1199951171875,182.1199951171875,182.75,181.6199951171875,181.6999969482422,6831600,GLD
2023-11-15,181.63999938964844,181.63999938964844,182.17999267578125,181.30999755859375,182.02999877929688,4909400,GLD
2023-11-16,183.69000244140625,183.69000244140625,184.32000732421875,182.8000030517578,182.85000610351562,8253300,GLD
2023-11-17,183.6699981689453,183.6699981689453,184.1300048828125,183.4499969482422,183.9600067138672,4871100,GLD
2023-11-20,183.3699951171875,183.3699951171875,183.47999572753906,182.22999572753906,182.32000732421875,5389300,GLD
2023-11-21,185.35000610351562,185.35000610351562,186.1199951171875,185.07000732421875,185.57000732421875,7322400,GLD
2023-11-22,184.55999755859375,184.55999755859375,185.72000122070312,184.27000427246094,185.47000122070312,4337700,GLD
2023-11-24,185.52000427246094,185.52000427246094,185.75,185.16000366210938,185.47000122070312,2445100,GLD
2023-11-27,186.77000427246094,186.77000427246094,186.8000030517578,185.92999267578125,186.55999755859375,6320400,GLD
2023-11-28,189.25999450683594,189.25999450683594,189.39999389648438,187.52000427246094,187.89999389648438,10901900,GLD
2023-11-29,189.5399932861328,189.5399932861328,189.99000549316406,189.02000427246094,189.16000366210938,8407300,GLD
2023-11-30,188.75,188.75,189.24000549316406,188.27999877929688,188.88999938964844,7558100,GLD
2023-12-01,192.00999450683594,192.00999450683594,192.39999389648438,188.69000244140625,188.80999755859375,16724900,GLD
2023-12-04,187.86000061035156,187.86000061035156,190.3800048828125,187.25999450683594,189.60000610351562,18460500,GLD
2023-12-05,187.14999389648438,187.14999389648438,187.8800048828125,186.3000030517578,187.5500030517578,7027700,GLD
2023-12-06,187.83999633789062,187.83999633789062,188.4600067138672,187.5,188.32000732421875,5778600,GLD
2023-12-07,188.14999389648438,188.14999389648438,188.58999633789062,187.25999450683594,188.4499969482422,5802000,GLD
2023-12-08,185.63999938964844,185.63999938964844,186.77999877929688,184.89999389648438,185.92999267578125,7880300,GLD
2023-12-11,183.58999633789062,183.58999633789062,184.52999877929688,183.14999389648438,184.5,8519500,GLD
2023-12-12,183.49000549316406,183.49000549316406,183.97999572753906,183.25999450683594,183.83999633789062,5056900,GLD
2023-12-13,187.6300048828125,187.6300048828125,187.66000366210938,183.3800048828125,183.82000732421875,10635500,GLD
2023-12-14,188.72999572753906,188.72999572753906,189.82000732421875,188.0800018310547,188.86000061035156,9107200,GLD
2023-12-15,187.0,187.0,188.9600067138672,186.82000732421875,188.52000427246094,8323800,GLD
2023-12-18,187.85000610351562,187.85000610351562,188.49000549316406,187.24000549316406,187.5,5358000,GLD
2023-12-19,189.1300048828125,189.1300048828125,189.72000122070312,188.1300048828125,188.22999572753906,6025600,GLD
2023-12-20,188.10000610351562,188.10000610351562,188.9600067138672,188.08999633789062,188.69000244140625,6002400,GLD
2023-12-21,189.42999267578125,189.42999267578125,189.6199951171875,188.75,189.2100067138672,4620000,GLD
2023-12-22,190.27000427246094,190.27000427246094,191.8800048828125,190.07000732421875,191.60000610351562,7175400,GLD
2023-12-26,191.72000122070312,191.72000122070312,191.74000549316406,190.39999389648438,190.97000122070312,4502700,GLD
2023-12-27,192.58999633789062,192.58999633789062,193.17999267578125,191.5399932861328,191.77000427246094,5813300,GLD
2023-12-28,191.47000122070312,191.47000122070312,192.88999938964844,191.44000244140625,192.33999633789062,6171500,GLD
2023-12-29,191.1699981689453,191.1699981689453,191.63999938964844,190.74000549316406,190.99000549316406,4610300,GLD
